aircraft,family,flight,origin,depInt,altDepInt,destination,arrInt,altArrInt,previous,tt,altFlight,altAirc,newFlight,_flight,cancelFlight
A321#137,A321,112702/03/08,VCE,1990,1990,CDG,2100,2100,0,45,0,0,0,-1,0
A321#137,A321,235002/03/08,CDG,2155,2155,CPH,2270,2270,0,45,0,0,0,-1,0
A321#137,A321,235102/03/08,CPH,2320,2320,CDG,2440,2440,0,45,0,0,0,-1,0
A321#137,A321,104202/03/08,CDG,2490,2490,GVA,2560,2560,0,45,0,0,0,-1,0
A321#137,A321,104302/03/08,GVA,2610,2610,CDG,2680,2680,0,45,0,0,0,-1,0
A321#137,A321,141803/03/08,CDG,3275,3275,FRA,3360,3360,0,45,0,0,0,-1,0
A321#137,A321,141903/03/08,FRA,3460,3460,CDG,3540,3540,0,45,0,0,0,-1,0
A321#137,A321,202203/03/08,CDG,3585,3585,MUC,3680,3680,0,45,0,0,0,-1,0
A321#137,A321,202303/03/08,MUC,3800,3800,CDG,3905,3905,0,45,0,0,0,-1,0
A321#137,A321,501003/03/08,CDG,3950,3950,DUB,4065,4065,0,45,0,0,0,-1,0
A321#136,A321,768801/03/08,CDG,395,395,MPL,480,480,0,45,0,0,0,-1,0
A321#136,A321,768901/03/08,MPL,535,535,CDG,625,625,0,45,0,0,0,-1,0
A321#136,A321,766401/03/08,CDG,695,695,MRS,780,780,0,45,0,0,0,-1,0
A321#136,A321,766701/03/08,MRS,920,920,CDG,1010,1010,0,45,0,0,0,-1,0
A321#136,A321,572301/03/08,CDG,1210,1210,RNS,1265,1265,0,45,0,0,0,-1,0
A321#136,A321,572002/03/08,RNS,1765,1765,CDG,1825,1825,0,45,0,0,0,-1,0
A321#136,A321,772002/03/08,CDG,1915,1915,NTE,1980,1980,0,45,0,0,0,-1,0
A321#136,A321,772502/03/08,NTE,2030,2030,CDG,2095,2095,0,45,0,0,0,-1,0
A321#136,A321,779402/03/08,CDG,2155,2155,TLS,2240,2240,0,45,0,0,0,-1,0
A321#136,A321,778702/03/08,TLS,2340,2340,CDG,2430,2430,0,45,0,0,0,-1,0
A321#136,A321,766802/03/08,CDG,2495,2495,MRS,2580,2580,0,45,0,0,0,-1,0
A321#136,A321,767102/03/08,MRS,2630,2630,CDG,2720,2720,0,45,0,0,0,-1,0
A321#136,A321,776003/03/08,CDG,3275,3275,SXB,3345,3345,0,45,0,0,0,-1,0
A321#136,A321,776303/03/08,SXB,3455,3455,CDG,3525,3525,0,45,0,0,0,-1,0
A321#136,A321,772403/03/08,CDG,3585,3585,NTE,3650,3650,0,45,0,0,0,-1,0
A321#136,A321,772703/03/08,NTE,3695,3695,CDG,3760,3760,0,45,0,0,0,-1,0
A321#136,A321,328803/03/08,CDG,4075,4075,MLH,4145,4145,0,45,0,0,0,-1,0
A320#78,A320,555101/03/08,BLQ,335,335,LYS,410,410,0,40,0,0,0,-1,0
A320#78,A320,583401/03/08,LYS,450,450,MUC,530,530,0,40,0,0,0,-1,0
A320#78,A320,172301/03/08,MUC,720,720,CDG,825,825,0,40,0,0,0,-1,0
A320#78,A320,233401/03/08,CDG,875,875,TXL,980,980,0,40,0,0,0,-1,0
A320#78,A320,233501/03/08,TXL,1075,1075,CDG,1180,1180,0,40,0,0,0,-1,0
A320#78,A320,503802/03/08,CDG,1820,1820,FLR,1935,1935,0,40,0,0,0,-1,0
A320#78,A320,503902/03/08,FLR,1995,1995,CDG,2110,2110,0,40,0,0,0,-1,0
A320#78,A320,162402/03/08,CDG,2155,2155,LIS,2305,2305,0,40,0,0,0,-1,0
A320#78,A320,345302/03/08,LIS,2400,2400,LYS,2540,2540,0,40,0,0,0,-1,0
A320#78,A320,589402/03/08,LYS,2580,2580,BCN,2655,2655,0,40,0,0,0,-1,0
A320#78,A320,234903/03/08,BCN,3245,3245,CDG,3360,3360,0,40,0,0,0,-1,0
A320#78,A320,169403/03/08,CDG,3405,3405,BUD,3535,3535,0,40,0,0,0,-1,0
A320#78,A320,339503/03/08,BUD,3575,3575,LYS,3695,3695,0,40,0,0,0,-1,0
A320#78,A320,589803/03/08,LYS,3755,3755,BCN,3830,3830,0,40,0,0,0,-1,0
A320#78,A320,590703/03/08,BCN,3870,3870,LYS,3950,3950,0,40,0,0,0,-1,0
A320#78,A320,329603/03/08,LYS,4010,4010,MXP,4065,4065,0,40,0,0,0,-1,0
A320#78,A320,998603/03/08,MXP,4110,4110,BDS,4220,4220,0,40,0,0,0,-1,0
A320#77,A320,232901/03/08,BLQ,395,395,CDG,500,500,0,40,0,0,0,-1,0
A320#77,A320,134801/03/08,CDG,540,540,BCN,645,645,0,40,0,0,0,-1,0
A320#77,A320,589901/03/08,BCN,735,735,LYS,815,815,0,40,0,0,0,-1,0
A320#77,A320,582101/03/08,LYS,880,880,FCO,965,965,0,40,0,0,0,-1,0
A320#77,A320,582001/03/08,FCO,1005,1005,LYS,1100,1100,0,40,0,0,0,-1,0
A320#77,A320,582501/03/08,LYS,1140,1140,FCO,1230,1230,0,40,0,0,0,-1,0
A320#77,A320,582402/03/08,FCO,1770,1770,LYS,1860,1860,0,40,0,0,0,-1,0
A320#77,A320,590102/03/08,LYS,1920,1920,PRG,2020,2020,0,40,0,0,0,-1,0
A320#77,A320,494602/03/08,PRG,2120,2120,LUX,2225,2225,0,40,0,0,0,-1,0
A320#77,A320,460902/03/08,LUX,2290,2290,CDG,2350,2350,0,40,0,0,0,-1,0
A320#77,A320,231802/03/08,CDG,2390,2390,FRA,2475,2475,0,40,0,0,0,-1,0
A320#77,A320,231902/03/08,FRA,2525,2525,CDG,2605,2605,0,40,0,0,0,-1,0
A320#77,A320,242602/03/08,CDG,2645,2645,VCE,2750,2750,0,40,0,0,0,-1,0
A320#77,A320,242703/03/08,VCE,3260,3260,CDG,3370,3370,0,40,0,0,0,-1,0
A320#77,A320,513203/03/08,CDG,3410,3410,BHX,3500,3500,0,40,0,0,0,-1,0
A320#77,A320,513503/03/08,BHX,3620,3620,CDG,3710,3710,0,40,0,0,0,-1,0
A320#77,A320,513603/03/08,CDG,3755,3755,BHX,3845,3845,0,40,0,0,0,-1,0
A320#77,A320,513903/03/08,BHX,3905,3905,CDG,3985,3985,0,40,0,0,0,-1,0
A320#77,A320,232803/03/08,CDG,4025,4025,BLQ,4125,4125,0,40,0,0,0,-1,0
A320#74,A320,748101/03/08,BIQ,350,350,ORY,430,430,0,40,0,0,0,-1,0
A320#74,A320,733201/03/08,ORY,470,470,MLH,530,530,0,40,0,0,0,-1,0
A320#74,A320,733701/03/08,MLH,585,585,ORY,655,655,0,40,0,0,0,-1,0
A320#74,A320,733401/03/08,ORY,730,790,MLH,790,850,0,40,0,0,0,-1,0
A320#74,A320,733901/03/08,MLH,835,895,ORY,905,965,0,40,0,0,0,-1,0
A320#74,A320,748801/03/08,ORY,955,1135,BIQ,1030,1210,0,40,0,0,0,-1,0
A320#74,A320,749101/03/08,BIQ,1080,1260,ORY,1160,1340,0,40,0,0,0,-1,0
A320#74,A320,734201/03/08,ORY,1205,1385,MLH,1265,1445,0,40,0,0,0,-1,0
A320#74,A320,733102/03/08,MLH,1770,1770,ORY,1840,1840,0,40,0,0,0,-1,0
A320#74,A320,610802/03/08,ORY,1880,1880,TLS,1950,1950,0,40,0,0,0,-1,0
A320#74,A320,611702/03/08,TLS,2020,2020,ORY,2100,2100,0,40,0,0,0,-1,0
A320#74,A320,612002/03/08,ORY,2150,2150,TLS,2220,2220,0,40,0,0,0,-1,0
A320#74,A320,612502/03/08,TLS,2260,2260,ORY,2340,2340,0,40,0,0,0,-1,0
A320#74,A320,748802/03/08,ORY,2395,2395,BIQ,2470,2470,0,40,0,0,0,-1,0
A320#74,A320,749102/03/08,BIQ,2520,2520,ORY,2600,2600,0,40,0,0,0,-1,0
A320#74,A320,450402/03/08,ORY,2655,2655,AJA,2755,2755,0,40,0,0,0,-1,0
A320#74,A320,450103/03/08,AJA,3235,3235,ORY,3335,3335,0,40,0,0,0,-1,0
A320#74,A320,741003/03/08,ORY,3560,3560,LYS,3625,3625,0,40,0,0,0,-1,0
A320#74,A320,740903/03/08,LYS,3670,3670,ORY,3735,3735,0,40,0,0,0,-1,0
A320#74,A320,613003/03/08,ORY,3800,3800,TLS,3870,3870,0,40,0,0,0,-1,0
A320#74,A320,614103/03/08,TLS,3940,3940,ORY,4020,4020,0,40,0,0,0,-1,0
A320#74,A320,775803/03/08,ORY,4060,4060,ETZ,4120,4120,0,40,0,0,0,-1,0
A320#73,A320,763501/03/08,BIQ,375,375,CDG,465,465,0,40,0,0,0,-1,0
A320#73,A320,770201/03/08,CDG,575,575,NCE,670,670,0,40,0,0,0,-1,0
A320#73,A320,770301/03/08,NCE,720,720,CDG,815,815,0,40,0,0,0,-1,0
A320#73,A320,770601/03/08,CDG,880,880,NCE,975,975,0,40,0,0,0,-1,0
A320#73,A320,622701/03/08,NCE,1025,1025,ORY,1110,1110,0,40,0,0,0,-1,0
A320#73,A320,624601/03/08,ORY,1230,1230,NCE,1310,1310,0,40,0,0,0,-1,0
A320#73,A320,771102/03/08,NCE,1825,1825,CDG,1920,1920,0,40,0,0,0,-1,0
A320#73,A320,770202/03/08,CDG,2015,2015,NCE,2110,2110,0,40,0,0,0,-1,0
A320#73,A320,770302/03/08,NCE,2160,2160,CDG,2255,2255,0,40,0,0,0,-1,0
A320#73,A320,768602/03/08,CDG,2505,2505,MPL,2590,2590,0,40,0,0,0,-1,0
A320#73,A320,768502/03/08,MPL,2640,2640,CDG,2730,2730,0,40,0,0,0,-1,0
A320#73,A320,768803/03/08,CDG,3275,3275,MPL,3360,3360,0,40,0,0,0,-1,0
A320#73,A320,768903/03/08,MPL,3415,3415,CDG,3505,3505,0,40,0,0,0,-1,0
A320#73,A320,770403/03/08,CDG,3575,3575,NCE,3670,3670,0,40,0,0,0,-1,0
A320#73,A320,771503/03/08,NCE,3815,3815,CDG,3910,3910,0,40,0,0,0,-1,0
A320#73,A320,772803/03/08,CDG,4080,4080,NTE,4145,4145,0,40,0,0,0,-1,0
A320#72,A320,1014502/03/08,BIO,2341,2341,CDG,2441,2441,0,40,0,0,1,-1,0
A320#72,A320,226902/03/08,MAN,2380,2380,CDG,2465,2465,0,40,0,0,0,-1,1
A320#72,A320,1014602/03/08,CDG,2481,2481,TXL,2586,2586,0,40,0,0,1,-1,0
A320#72,A320,230402/03/08,CDG,2520,2520,FCO,2645,2645,0,40,0,0,0,-1,1
A320#72,A320,1014702/03/08,TXL,2626,2626,CDG,2731,2731,0,40,0,0,1,-1,0
A320#72,A320,991802/03/08,FCO,2690,2690,CTA,2765,2765,0,40,0,0,0,-1,1
A320#72,A320,1014802/03/08,CDG,2771,2771,OTP,2951,2951,0,40,0,0,1,-1,0
A320#72,A320,1014903/03/08,OTP,2991,2991,CDG,3181,3181,0,40,0,0,1,-1,0
A320#72,A320,992303/03/08,CTA,3195,3195,MXP,3315,3315,0,40,0,0,0,-1,1
A320#72,A320,1015003/03/08,CDG,3221,3221,FCO,3351,3351,0,40,0,0,1,-1,0
A320#72,A320,1015103/03/08,FCO,3391,3391,CDG,3521,3521,0,40,0,0,1,-1,0
A320#72,A320,985603/03/08,MXP,3395,3395,SUF,3500,3500,0,40,0,0,0,-1,1
A320#72,A320,999803/03/08,SUF,3540,3540,MXP,3650,3650,0,40,0,0,0,-1,1
A320#72,A320,1015203/03/08,CDG,3561,3561,MAN,3651,3651,0,40,0,0,1,-1,0
A320#72,A320,996603/03/08,MXP,3705,3705,PMO,3810,3810,0,40,0,0,0,-1,1
A320#72,A320,997103/03/08,PMO,3850,3850,MXP,3955,3955,0,40,0,0,0,-1,1
A320#72,A320,221503/03/08,MXP,4075,4075,CDG,4165,4165,0,40,0,0,0,-1,1
A320#7,A320,998101/03/08,AOI,345,345,MXP,435,435,0,40,0,0,0,-1,0
A320#7,A320,996401/03/08,MXP,515,515,PMO,620,620,0,40,0,0,0,-1,0
A320#7,A320,996901/03/08,PMO,660,660,MXP,765,765,0,40,0,0,0,-1,0
A320#7,A320,997601/03/08,MXP,805,805,AOI,890,890,0,40,0,0,0,-1,0
A320#7,A320,998501/03/08,AOI,935,935,MXP,1025,1025,0,40,0,0,0,-1,0
A320#7,A320,992801/03/08,MXP,1210,1210,CTA,1325,1325,0,40,0,0,0,-1,0
A320#7,A320,991102/03/08,CTA,2035,2035,FCO,2115,2115,0,40,0,0,0,-1,0
A320#7,A320,998002/03/08,FCO,2165,2165,BDS,2240,2240,0,40,0,0,0,-1,0
A320#7,A320,999102/03/08,BDS,2280,2280,FCO,2355,2355,0,40,0,0,0,-1,0
A320#7,A320,999002/03/08,FCO,2410,2410,SUF,2480,2480,0,40,0,0,0,-1,0
A320#7,A320,986102/03/08,SUF,2520,2520,FCO,2595,2595,0,40,0,0,0,-1,0
A320#7,A320,990002/03/08,FCO,2670,2670,TRS,2745,2745,0,40,0,0,0,-1,0
A320#7,A320,990303/03/08,TRS,3220,3220,MXP,3305,3305,0,40,0,0,0,-1,0
A320#7,A320,980303/03/08,MXP,3380,3380,CDG,3475,3475,0,40,0,0,0,-1,0
A320#7,A320,164003/03/08,CDG,3515,3515,AMS,3595,3595,0,40,0,0,0,-1,0
A320#7,A320,825303/03/08,AMS,3660,3660,LYS,3760,3760,0,40,0,0,0,-1,0
A320#7,A320,976403/03/08,LYS,3870,3870,MXP,3945,3945,0,40,0,0,0,-1,0
A320#7,A320,994603/03/08,MXP,4090,4090,BRI,4190,4190,0,40,0,0,0,-1,0
A320#613,A320,718201/03/08,ZYR,410,410,CDG,485,485,0,40,0,0,0,-1,0
A320#613,A320,596001/03/08,CDG,525,525,BIO,625,625,0,40,0,0,0,-1,0
A320#613,A320,596101/03/08,BIO,750,750,CDG,845,845,0,40,0,0,0,-1,0
A320#613,A320,105001/03/08,CDG,890,890,CPH,1005,1005,0,40,0,0,0,-1,0
A320#613,A320,105101/03/08,CPH,1050,1050,CDG,1170,1170,0,40,0,0,0,-1,0
A320#613,A320,549702/03/08,CDG,1840,1840,HAJ,1935,1935,0,40,0,0,0,-1,0
A320#613,A320,549802/03/08,HAJ,2020,2020,CDG,2110,2110,0,40,0,0,0,-1,0
A320#613,A320,510402/03/08,CDG,2160,2160,ZRH,2245,2245,0,40,0,0,0,-1,0
A320#613,A320,510502/03/08,ZRH,2375,2375,CDG,2460,2460,0,40,0,0,0,-1,0
A320#613,A320,513802/03/08,CDG,2500,2500,BHX,2590,2590,0,40,0,0,0,-1,0
A320#613,A320,514102/03/08,BHX,2635,2635,CDG,2715,2715,0,40,0,0,0,-1,0
A320#613,A320,134003/03/08,CDG,3305,3305,AMS,3385,3385,0,40,0,0,0,-1,0
A320#613,A320,823303/03/08,AMS,3495,3495,CDG,3570,3570,0,40,0,0,0,-1,0
A320#613,A320,226803/03/08,CDG,3620,3620,MAN,3710,3710,0,40,0,0,0,-1,0
A320#613,A320,226903/03/08,MAN,3820,3820,CDG,3905,3905,0,40,0,0,0,-1,0
A320#613,A320,504803/03/08,CDG,3945,3945,FLR,4060,4060,0,40,0,0,0,-1,0
A320#611,A320,511101/03/08,ZRH,395,395,CDG,495,495,0,40,0,0,0,-1,0
A320#611,A320,490001/03/08,CDG,535,535,PRG,640,640,0,40,0,0,0,-1,0
A320#611,A320,490301/03/08,PRG,725,725,CDG,835,835,0,40,0,0,0,-1,0
A320#611,A320,229401/03/08,CDG,875,875,BUD,1005,1005,0,40,0,0,0,-1,0
A320#611,A320,229501/03/08,BUD,1055,1055,CDG,1195,1195,0,40,0,0,0,-1,0
A320#611,A320,141802/03/08,CDG,1835,1835,FRA,1920,1920,0,40,0,0,0,-1,0
A320#611,A320,141902/03/08,FRA,2020,2020,CDG,2100,2100,0,40,0,0,0,-1,0
A320#611,A320,289402/03/08,CDG,2145,2145,BUD,2280,2280,0,40,0,0,0,-1,0
A320#611,A320,269502/03/08,BUD,2325,2325,CDG,2465,2465,0,40,0,0,0,-1,0
A320#611,A320,718702/03/08,CDG,2535,2535,ZYR,2615,2615,0,40,0,0,0,-1,0
A320#611,A320,718203/03/08,ZYR,3290,3290,CDG,3365,3365,0,40,0,0,0,-1,0
A320#611,A320,184203/03/08,CDG,3420,3420,GVA,3490,3490,0,40,0,0,0,-1,0
A320#611,A320,184303/03/08,GVA,3540,3540,CDG,3610,3610,0,40,0,0,0,-1,0
A320#611,A320,823403/03/08,CDG,3650,3650,AMS,3735,3735,0,40,0,0,0,-1,0
A320#611,A320,823903/03/08,AMS,3820,3820,CDG,3900,3900,0,40,0,0,0,-1,0
A320#611,A320,224003/03/08,CDG,3940,3940,AMS,4015,4015,0,40,0,0,0,-1,0
A320#611,A320,224103/03/08,AMS,4065,4065,CDG,4140,4140,0,40,0,0,0,-1,0
A320#602,A320,263901/03/08,VIE,375,375,CDG,510,510,0,40,0,0,0,-1,0
A320#602,A320,160601/03/08,CDG,560,560,DUS,635,635,0,40,0,0,0,-1,0
A320#602,A320,587501/03/08,DUS,740,740,LYS,825,825,0,40,0,0,0,-1,0
A320#602,A320,556201/03/08,LYS,885,885,VCE,960,960,0,40,0,0,0,-1,0
A320#602,A320,556301/03/08,VCE,1020,1020,LYS,1105,1105,0,40,0,0,0,-1,0
A320#602,A320,583001/03/08,LYS,1155,1155,MUC,1235,1235,0,40,0,0,0,-1,0
A320#602,A320,112302/03/08,MUC,1810,1810,CDG,1915,1915,0,40,0,0,0,-1,0
A320#602,A320,548902/03/08,CDG,1955,1955,HAJ,2050,2050,0,40,0,0,0,-1,0
A320#602,A320,548802/03/08,HAJ,2130,2130,CDG,2220,2220,0,40,0,0,0,-1,0
A320#602,A320,187002/03/08,CDG,2280,2280,LHR,2350,2350,0,40,0,0,0,-1,0
A320#602,A320,187102/03/08,LHR,2400,2400,CDG,2470,2470,0,40,0,0,0,-1,0
A320#602,A320,125002/03/08,CDG,2520,2520,CPH,2635,2635,0,40,0,0,0,-1,0
A320#602,A320,125103/03/08,CPH,3250,3250,CDG,3370,3370,0,40,0,0,0,-1,0
A320#602,A320,137003/03/08,CDG,3420,3420,LHR,3500,3500,0,40,0,0,0,-1,0
A320#602,A320,137103/03/08,LHR,3555,3555,CDG,3625,3625,0,40,0,0,0,-1,0
A320#602,A320,174803/03/08,CDG,3675,3675,BCN,3780,3780,0,40,0,0,0,-1,0
A320#602,A320,174903/03/08,BCN,3850,3850,CDG,3965,3965,0,40,0,0,0,-1,0
A320#602,A320,124203/03/08,CDG,4020,4020,GVA,4090,4090,0,40,0,0,0,-1,0
A320#601,A320,242701/03/08,VCE,380,380,CDG,490,490,0,40,0,0,0,-1,0
A320#601,A320,142601/03/08,CDG,535,535,VCE,640,640,0,40,0,0,0,-1,0
A320#601,A320,142701/03/08,VCE,700,700,CDG,810,810,0,40,0,0,0,-1,0
A320#601,A320,220601/03/08,CDG,875,875,DUS,950,950,0,40,0,0,0,-1,0
A320#601,A320,587901/03/08,DUS,1000,1000,LYS,1090,1090,0,40,0,0,0,-1,0
A320#601,A320,329601/03/08,LYS,1130,1130,MXP,1185,1185,0,40,0,0,0,-1,0
A320#601,A320,999401/03/08,MXP,1230,1230,SUF,1335,1335,0,40,0,0,0,-1,0
A320#601,A320,999502/03/08,SUF,1790,1790,FCO,1865,1865,0,40,0,0,0,-1,0
A320#601,A320,985802/03/08,FCO,1940,1940,BDS,2015,2015,0,40,0,0,0,-1,0
A320#601,A320,998902/03/08,BDS,2055,2055,FCO,2130,2130,0,40,0,0,0,-1,0
A320#601,A320,993402/03/08,FCO,2180,2180,BRI,2245,2245,0,40,0,0,0,-1,0
A320#601,A320,993702/03/08,BRI,2285,2285,FCO,2350,2350,0,40,0,0,0,-1,0
A320#601,A320,995602/03/08,FCO,2420,2420,PMO,2490,2490,0,40,0,0,0,-1,0
A320#601,A320,996502/03/08,PMO,2535,2535,FCO,2605,2605,0,40,0,0,0,-1,0
A320#601,A320,998402/03/08,FCO,2680,2680,BDS,2755,2755,0,40,0,0,0,-1,0
A320#601,A320,999303/03/08,BDS,3200,3200,MXP,3305,3305,0,40,0,0,0,-1,0
A320#601,A320,111503/03/08,MXP,3450,3450,CDG,3540,3540,0,40,0,0,0,-1,0
A320#601,A320,182803/03/08,CDG,3600,3600,BLQ,3705,3705,0,40,0,0,0,-1,0
A320#601,A320,182903/03/08,BLQ,3760,3760,CDG,3870,3870,0,40,0,0,0,-1,0
A320#601,A320,248203/03/08,CDG,3915,3915,PRG,4020,4020,0,40,0,0,0,-1,0
A320#601,A320,248303/03/08,PRG,4065,4065,CDG,4170,4170,0,40,0,0,0,-1,0
A320#60,A320,999301/03/08,BDS,320,320,MXP,425,425,0,40,0,0,0,-1,0
A320#60,A320,992201/03/08,MXP,530,530,CTA,645,645,0,40,0,0,0,-1,0
A320#60,A320,991301/03/08,CTA,695,695,FCO,775,775,0,40,0,0,0,-1,0
A320#60,A320,991401/03/08,FCO,975,975,CTA,1050,1050,0,40,0,0,0,-1,0
A320#60,A320,985501/03/08,CTA,1100,1100,FCO,1180,1180,0,40,0,0,0,-1,0
A320#60,A320,999201/03/08,FCO,1220,1220,SUF,1290,1290,0,40,0,0,0,-1,0
A320#60,A320,999602/03/08,SUF,1755,1755,MXP,1865,1865,0,40,0,0,0,-1,0
A320#60,A320,980302/03/08,MXP,1940,1940,CDG,2035,2035,0,40,0,0,0,-1,0
A320#60,A320,164002/03/08,CDG,2075,2075,AMS,2155,2155,0,40,0,0,0,-1,0
A320#60,A320,164102/03/08,AMS,2205,2205,CDG,2280,2280,0,40,0,0,0,-1,0
A320#60,A320,194802/03/08,CDG,2320,2320,BCN,2425,2425,0,40,0,0,0,-1,0
A320#60,A320,194902/03/08,BCN,2475,2475,CDG,2590,2590,0,40,0,0,0,-1,0
A320#60,A320,824202/03/08,CDG,2630,2630,AMS,2705,2705,0,40,0,0,0,-1,0
A320#60,A320,824703/03/08,AMS,3280,3280,LYS,3380,3380,0,40,0,0,0,-1,0
A320#60,A320,824803/03/08,LYS,3420,3420,AMS,3530,3530,0,40,0,0,0,-1,0
A320#60,A320,164103/03/08,AMS,3645,3645,CDG,3720,3720,0,40,0,0,0,-1,0
A320#60,A320,510603/03/08,CDG,3760,3760,ZRH,3840,3840,0,40,0,0,0,-1,0
A320#60,A320,510703/03/08,ZRH,3890,3890,CDG,3975,3975,0,40,0,0,0,-1,0
A320#60,A320,234803/03/08,CDG,4025,4025,BCN,4130,4130,0,40,0,0,0,-1,0
A320#591,A320,220301/03/08,TRN,365,365,CDG,455,455,0,40,0,0,0,-1,0
A320#591,A320,548901/03/08,CDG,515,515,HAJ,610,610,0,40,0,0,0,-1,0
A320#591,A320,548801/03/08,HAJ,690,690,CDG,780,780,0,40,0,0,0,-1,0
A320#591,A320,234201/03/08,CDG,840,840,GVA,910,910,0,40,0,0,0,-1,0
A320#591,A320,234301/03/08,GVA,960,960,CDG,1030,1030,0,40,0,0,0,-1,0
A320#591,A320,501001/03/08,CDG,1070,1070,DUB,1185,1185,0,40,0,0,0,-1,0
A320#591,A320,500302/03/08,DUB,1840,1840,CDG,1950,1950,0,40,0,0,0,-1,0
A320#591,A320,172202/03/08,CDG,2000,2000,MUC,2095,2095,0,40,0,0,0,-1,0
A320#591,A320,583902/03/08,MUC,2185,2185,LYS,2265,2265,0,40,0,0,0,-1,0
A320#591,A320,582102/03/08,LYS,2320,2320,FCO,2405,2405,0,40,0,0,0,-1,0
A320#591,A320,582002/03/08,FCO,2445,2445,LYS,2540,2540,0,40,0,0,0,-1,0
A320#591,A320,345002/03/08,LYS,2580,2580,BRU,2665,2665,0,40,0,0,0,-1,0
A320#591,A320,345103/03/08,BRU,3215,3215,LYS,3300,3300,0,40,0,0,0,-1,0
A320#591,A320,556403/03/08,LYS,3380,3380,VCE,3455,3455,0,40,0,0,0,-1,0
A320#591,A320,142703/03/08,VCE,3580,3580,CDG,3690,3690,0,40,0,0,0,-1,0
A320#591,A320,233403/03/08,CDG,3755,3755,TXL,3860,3860,0,40,0,0,0,-1,0
A320#591,A320,233503/03/08,TXL,3955,3955,CDG,4060,4060,0,40,0,0,0,-1,0
A320#591,A320,984403/03/08,CDG,4100,4100,FCO,4225,4225,0,40,0,0,0,-1,0
A320#559,A320,776101/03/08,SXB,345,345,CDG,415,415,0,40,0,0,0,-1,0
A320#559,A320,772001/03/08,CDG,475,475,NTE,540,540,0,40,0,0,0,-1,0
A320#559,A320,772701/03/08,NTE,815,815,CDG,880,880,0,40,0,0,0,-1,0
A320#559,A320,768601/03/08,CDG,1065,1065,MPL,1150,1150,0,40,0,0,0,-1,0
A320#559,A320,768501/03/08,MPL,1200,1200,CDG,1290,1290,0,40,0,0,0,-1,0
A320#559,A320,762002/03/08,CDG,1825,1825,BOD,1905,1905,0,40,0,0,0,-1,0
A320#559,A320,762502/03/08,BOD,2000,2000,CDG,2085,2085,0,40,0,0,0,-1,0
A320#559,A320,776202/03/08,CDG,2140,2140,SXB,2210,2210,0,40,0,0,0,-1,0
A320#559,A320,777102/03/08,SXB,2290,2290,CDG,2360,2360,0,40,0,0,0,-1,0
A320#559,A320,767002/03/08,CDG,2660,2660,MRS,2745,2745,0,40,0,0,0,-1,0
A320#559,A320,767303/03/08,MRS,3275,3275,CDG,3365,3365,0,40,0,0,0,-1,0
A320#559,A320,766203/03/08,CDG,3445,3445,MRS,3530,3530,0,40,0,0,0,-1,0
A320#559,A320,766503/03/08,MRS,3605,3605,CDG,3695,3695,0,40,0,0,0,-1,0
A320#559,A320,766803/03/08,CDG,3935,3935,MRS,4020,4020,0,40,0,0,0,-1,0
A320#558,A320,731301/03/08,SXB,340,340,ORY,400,400,0,40,0,0,0,-1,0
A320#558,A320,754201/03/08,ORY,465,465,MPL,540,540,0,40,0,0,0,-1,0
A320#558,A320,754501/03/08,MPL,590,590,ORY,670,670,0,40,0,0,0,-1,0
A320#558,A320,605601/03/08,ORY,755,815,MRS,830,890,0,40,0,0,0,-1,0
A320#558,A320,603701/03/08,MRS,930,1050,ORY,1010,1130,0,40,0,0,0,-1,0
A320#558,A320,737001/03/08,ORY,1075,1195,BES,1145,1265,0,40,0,0,0,-1,0
A320#558,A320,737301/03/08,BES,1190,1310,ORY,1265,1385,0,40,0,0,0,-1,0
A320#558,A320,600202/03/08,ORY,1775,1775,MRS,1850,1850,0,40,0,0,0,-1,0
A320#558,A320,600502/03/08,MRS,1890,1890,ORY,1970,1970,0,40,0,0,0,-1,0
A320#558,A320,601402/03/08,ORY,2015,2015,MRS,2090,2090,0,40,0,0,0,-1,0
A320#558,A320,603702/03/08,MRS,2370,2370,ORY,2450,2450,0,40,0,0,0,-1,0
A320#558,A320,750802/03/08,ORY,2515,2515,TLN,2595,2595,0,40,0,0,0,-1,0
A320#558,A320,750902/03/08,TLN,2650,2650,ORY,2735,2735,0,40,0,0,0,-1,0
A320#558,A320,754003/03/08,ORY,3240,3240,MPL,3315,3315,0,40,0,0,0,-1,0
A320#558,A320,754303/03/08,MPL,3365,3365,ORY,3445,3445,0,40,0,0,0,-1,0
A320#558,A320,611803/03/08,ORY,3530,3530,TLS,3600,3600,0,40,0,0,0,-1,0
A320#558,A320,612503/03/08,TLS,3700,3700,ORY,3780,3780,0,40,0,0,0,-1,0
A320#558,A320,748803/03/08,ORY,3835,3835,BIQ,3910,3910,0,40,0,0,0,-1,0
A320#558,A320,749103/03/08,BIQ,3960,3960,ORY,4040,4040,0,40,0,0,0,-1,0
A320#558,A320,450403/03/08,ORY,4095,4095,AJA,4195,4195,0,40,0,0,0,-1,0
A320#549,A320,999501/03/08,SUF,350,350,FCO,425,425,0,40,0,0,0,-1,0
A320#549,A320,983301/03/08,FCO,505,505,CDG,635,635,0,40,0,0,0,-1,0
A320#549,A320,984601/03/08,CDG,695,695,FCO,820,820,0,40,0,0,0,-1,0
